City,Raid Location,Friendly Name,Longitude,Latitude,Map Link
Redmond,G Patrick Glenn Bench,Marymoor (Glenn Bench),47.661997,-122.123426,"https://www.google.com/maps/dir/?api=1&destination=47.661997,-122.1234260"
Redmond,Shapers Shelter,Marymoor (Shapers Shelter),47.660554,-122.121721,"https://www.google.com/maps/dir/?api=1&destination=47.660554,-122.1217210"
Redmond,Owl Pole Marymoor Park,Marymoor (Owl Pole),47.660371,-122.114934,"https://www.google.com/maps/dir/?api=1&destination=47.660371,-122.1149340"
Redmond,Sophie Irish Memorial Rock,Marymoor (Sophie Irish Memorial),47.659638,-122.114947,"https://www.google.com/maps/dir/?api=1&destination=47.659638,-122.1149470"
Redmond,Dog Watch Bridge,Marymoor (Dog Watch Bridge),47.658598,-122.115464,"https://www.google.com/maps/dir/?api=1&destination=47.658598,-122.1154640"
Redmond,Josh Dowell Memorial Bench,Marymoor (Josh Dowell Memorial),47.658938,-122.110840,"https://www.google.com/maps/dir/?api=1&destination=47.658938,-122.1108400"
Redmond,Swamp Dog Bridge,Marymoor (Swamp Dog Bridge),47.657154,-122.110968,"https://www.google.com/maps/dir/?api=1&destination=47.657154,-122.1109680"
Redmond,Succession,Marymoor (Succession),47.655915,-122.108288,"https://www.google.com/maps/dir/?api=1&destination=47.655915,-122.1082880"
Redmond,The Rich Marsh,Marymoor (Rich Marsh),47.653069,-122.107094,"https://www.google.com/maps/dir/?api=1&destination=47.653069,-122.1070940"
Redmond,Marymoor Park Sammamish Rowing Facility,Marymoor (Rowing Facility),47.653548,-122.117129,"https://www.google.com/maps/dir/?api=1&destination=47.653548,-122.1171290"
Redmond,Spiritbrook Park,Spiritbrook Park,47.664590,-122.139351,"https://www.google.com/maps/dir/?api=1&destination=47.664590,-122.1393510"
Redmond,Grass Lawn Park,Grass Lawn Park (Corner),47.667866,-122.143273,"https://www.google.com/maps/dir/?api=1&destination=47.667866,-122.1432730"
Redmond,GLP: Challenge,Grass Lawn Park (Challenge),47.667172,-122.145776,"https://www.google.com/maps/dir/?api=1&destination=47.667172,-122.1457760"
Redmond,Austin J.Eversole Eagle Scout Project,Grass Lawn Park (Woods),47.667063,-122.148187,"https://www.google.com/maps/dir/?api=1&destination=47.667063,-122.1481870"
Redmond,Running Man Sidewalk,RedWest (Sidewalk),47.660022,-122.141825,"https://www.google.com/maps/dir/?api=1&destination=47.660022,-122.1418250"
Redmond,Step Waterfall,RedWest (Waterfall),47.658960,-122.140784,"https://www.google.com/maps/dir/?api=1&destination=47.658960,-122.1407840"
Redmond,Microsoft Redwest Wetlands East,RedWest (Wetlands),47.656599,-122.138512,"https://www.google.com/maps/dir/?api=1&destination=47.656599,-122.1385120"
Redmond,All Saints Lutheran Church,All Saints Lutheran Church,47.657134,-122.143459,"https://www.google.com/maps/dir/?api=1&destination=47.657134,-122.1434590"
Redmond,Tree Cave,RedWest (Tree Cave),47.655397,-122.140535,"https://www.google.com/maps/dir/?api=1&destination=47.655397,-122.1405350"
Redmond,Nintendo Sign,Nintendo Sign,47.654689,-122.141007,"https://www.google.com/maps/dir/?api=1&destination=47.654689,-122.1410070"
Redmond,Nintendo of America,Nintendo Building,47.651046,-122.140126,"https://www.google.com/maps/dir/?api=1&destination=47.651046,-122.1401260"
Redmond,Running Man Corner,Microsoft B88,47.653868,-122.134799,"https://www.google.com/maps/dir/?api=1&destination=47.653868,-122.1347990"
Redmond,Running Man Trail Marker,Microsoft B84,47.649877,-122.134852,"https://www.google.com/maps/dir/?api=1&destination=47.649877,-122.1348520"
Redmond,North Bellevue Community Center,NBCC,47.647675,-122.143300,"https://www.google.com/maps/dir/?api=1&destination=47.647675,-122.1433000"
Redmond,Ling Shen Ching Tze Temple,Ling Shen Temple,47.646527,-122.112718,"https://www.google.com/maps/dir/?api=1&destination=47.646527,-122.1127180"
Redmond,Stormwater Pond,Bel-Red Stormwater Pond,47.645980,-122.114528,"https://www.google.com/maps/dir/?api=1&destination=47.645980,-122.1145280"
Redmond,Idylwood Park South Side,Idylwood Park (South Side),47.641949,-122.103427,"https://www.google.com/maps/dir/?api=1&destination=47.641949,-122.1034270"
Redmond,Rockfish,Idylwood Park (Rockfish),47.642697,-122.102530,"https://www.google.com/maps/dir/?api=1&destination=47.642697,-122.1025300"
Redmond,Ardmore Park,Ardmore Park,47.636716,-122.115505,"https://www.google.com/maps/dir/?api=1&destination=47.636716,-122.1155050"
Redmond,Overlake Transit: Northern Compass,Overlake Transit (Northern Compass),47.645805,-122.133929,"https://www.google.com/maps/dir/?api=1&destination=47.645805,-122.1339290"
Redmond,Overlake Transit: Compass Rose,Overlake Transit (Compass Rose),47.644329,-122.133199,"https://www.google.com/maps/dir/?api=1&destination=47.644329,-122.1331990"
Redmond,MSFT Bldg 25 Cafe Fountain,Microsoft B25,47.645331,-122.131129,"https://www.google.com/maps/dir/?api=1&destination=47.645331,-122.1311290"
Redmond,The Halo Vignette,Microsoft Studio D,47.643057,-122.135625,"https://www.google.com/maps/dir/?api=1&destination=47.643057,-122.1356250"
Redmond,99 Rock Falls,Microsoft B99,47.642252,-122.141233,"https://www.google.com/maps/dir/?api=1&destination=47.642252,-122.1412330"
Redmond,Nebula Torcida,Microsoft B115,47.640355,-122.141738,"https://www.google.com/maps/dir/?api=1&destination=47.640355,-122.1417380"
